logged_at_ts,price,direction,entry,stop,target,rr,reason
1784214059297,76.47,,,,,,"ADX 19.9 is below 20.0 — market looks flat/choppy, sitting out."
1784216963774,76.47,,,,,,"ADX 19.9 is below 20.0 — market looks flat/choppy, sitting out."
1784217652892,76.58,,,,,,"ADX 19.8 is below 20.0 — market looks flat/choppy, sitting out."
1784221251319,76.24,,,,,,"ADX 19.7 is below 20.0 — market looks flat/choppy, sitting out."
1784224851668,75.58,,,,,,"Risk:reward is 0.73, below the 1.5 threshold — sitting out this hour."
1784228450732,75.67,,,,,,"Risk:reward is 1.50, below the 1.5 threshold — sitting out this hour."
1784231382174,75.67,,,,,,"Risk:reward is 1.50, below the 1.5 threshold — sitting out this hour."
1784232051734,75.76,,,,,,"Risk:reward is 1.50, below the 1.5 threshold — sitting out this hour."
1784235651553,75.75,short,76.1635,77.04957142857143,74.83439285714286,1.5,
1784239256697,75.91,,,,,,"Risk:reward is 0.62, below the 1.5 threshold — sitting out this hour."
1784242853358,75.29,short,75.6605,76.45442857142856,74.46960714285714,1.5000000000000089,
1784243728323,75.29,short,75.6605,76.45442857142856,74.46960714285714,1.5000000000000089,
1784246466757,75.27,,,,,,"Risk:reward is 1.50, below the 1.5 threshold — sitting out this hour."
1784250052645,75.52,short,75.91449999999999,76.75985714285713,74.64646428571427,1.5000000000000084,
1784253651550,75.06,,,,,,"Risk:reward is 1.50, below the 1.5 threshold — sitting out this hour."
1784254588015,75.06,short,75.4825,76.38785714285714,74.1244642857143,1.4999999999999922,
1784257253494,74.95,short,75.369,76.26685714285713,74.02221428571428,1.5000000000000158,
1784260851986,75.19,,,,,,Short signal has held 1h of the 2h needed — waiting to confirm it's not noise.
1784264451682,75.19,short,75.5945,76.46128571428571,74.29432142857144,1.4999999999999918,
1784268053543,74.37,,,,,,"Risk:reward is 0.62, below the 1.5 threshold — sitting out this hour."
1784271653486,74.55,,,,,,"Risk:reward is 0.81, below the 1.5 threshold — sitting out this hour."
1784273745187,74.55,,,,,,"Risk:reward is 0.81, below the 1.5 threshold — sitting out this hour."
1784275250921,74.57,,,,,,"Risk:reward is 0.81, below the 1.5 threshold — sitting out this hour."
1784278855649,74.48,,,,,,"Risk:reward is 0.75, below the 1.5 threshold — sitting out this hour."
1784282452224,74.6,,,,,,"Risk:reward is 0.85, below the 1.5 threshold — sitting out this hour."
1784286050340,74.75,,,,,,"Risk:reward is 0.50, below the 1.5 threshold — sitting out this hour."
1784289653004,74.81,,,,,,"Risk:reward is 0.63, below the 1.5 threshold — sitting out this hour."
1784293256940,74.35,short,74.71199999999999,75.48771428571428,73.54842857142856,1.5,
1784296866934,74.29,short,74.6815,75.52042857142857,73.32,1.6229033631332632,
1784300453109,74.28,short,74.676,75.52457142857143,73.32,1.5979797979798012,
1784304054525,74.72,,,,,,"Risk:reward is 0.75, below the 1.5 threshold — sitting out this hour."
1784307654902,74.88,,,,,,"Risk:reward is 0.97, below the 1.5 threshold — sitting out this hour."
1784311250150,75.18,,,,,,"Risk:reward is 1.29, below the 1.5 threshold — sitting out this hour."
1784314852211,75.28,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784318451463,75.15,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784322052512,75.04,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784325651167,74.97,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784329251594,74.99,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784332855277,74.99,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784336448404,75.05,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784340046871,75.17,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784343650622,75.16,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784347245164,75.33,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784350848207,75.06,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784354445568,74.89,,,,,,"ADX 19.1 is below 20.0 — market looks flat/choppy, sitting out."
1784358047719,74.93,,,,,,"ADX 18.7 is below 20.0 — market looks flat/choppy, sitting out."
1784361646232,74.92,,,,,,"ADX 18.3 is below 20.0 — market looks flat/choppy, sitting out."
1784365333687,74.92,,,,,,"ADX 18.4 is below 20.0 — market looks flat/choppy, sitting out."
1784368944707,74.8,,,,,,"ADX 18.8 is below 20.0 — market looks flat/choppy, sitting out."
1784372535888,74.85,,,,,,"ADX 19.3 is below 20.0 — market looks flat/choppy, sitting out."
1784376115638,74.91,,,,,,"ADX 19.4 is below 20.0 — market looks flat/choppy, sitting out."
1784379727241,74.94,,,,,,"ADX 19.5 is below 20.0 — market looks flat/choppy, sitting out."
1784383337290,74.69,,,,,,"Risk:reward is 1.16, below the 1.5 threshold — sitting out this hour."
1784386929149,74.95,short,75.145,75.56285714285714,74.4,1.7829059829059528,
1784390524996,74.92,short,75.1175,75.54071428571429,74.4,1.6953586497890534,
1784394131379,75.13,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784397700661,75.3,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784401247144,75.24,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784404925972,75.4,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784408534594,75.42,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784412137898,75.44,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784415648376,75.52,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784419333668,75.46,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784422930505,75.58,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784426530848,75.64,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784430049243,76.15,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784433756924,75.91,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784437339512,75.95,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784440845516,75.93,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784444450114,76.06,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784448151849,76.1,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784451648187,76.23,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784455334859,75.96,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784458939746,76.23,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784462509163,76.02,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784466132314,76.0,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784469739812,76.07,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784473246494,76.38,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784476849877,76.15,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784480446531,75.86,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784484049111,75.92,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784487647917,75.71,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784491246872,75.84,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784494927257,76.09,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784498449522,75.73,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784502121714,76.05,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784505656028,76.34,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784512847548,76.34,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784516446427,76.93,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784520050097,76.71,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784523732065,76.41,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784527311466,75.87,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784530849061,75.58,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784534448412,76.17,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784538050037,76.11,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784541648773,76.42,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784545248646,76.32,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784548858454,77.1,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784552456805,76.71,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784556049904,76.24,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784559657189,76.1,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784563250902,77.72,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784566853325,77.63,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784570452554,77.7,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784574051825,77.63,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784577657419,77.6,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784581255039,77.85,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784584850223,77.69,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784588449427,77.4,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784592049989,77.8,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784595649094,78.06,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784599250175,77.81,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784602848414,77.99,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784606451499,78.16,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784610047666,78.1,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784613647375,78.41,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784617253145,78.61,,,,,,4H trend is bearish — skipping long to avoid fighting the higher timeframe.
1784620849014,78.53,long,78.1795,77.42842857142857,79.30610714285714,1.4999999999999811,
1784624454036,78.32,long,77.98899999999999,77.27971428571428,79.05292857142857,1.50000000000001,
1784628051638,78.38,long,78.054,77.35542857142858,79.10185714285714,1.5,
1784631652693,78.15,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784635256019,78.32,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784638857829,78.46,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784642459164,78.53,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784646051202,77.96,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784649653842,78.1,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784653257296,78.17,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784656853539,77.69,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784660452604,77.82,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784664051427,77.83,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784667655124,77.86,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784671248657,78.0,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784674854000,77.95,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784678449697,78.09,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784682054916,78.4,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784685649523,78.3,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784689245583,78.07,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784692846515,77.83,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784696450565,78.02,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784700053615,77.38,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784703655223,77.24,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784707259748,77.06,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784710853888,77.38,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784714452878,77.5,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784718051160,77.62,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784721656065,77.52,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784725253206,77.2,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784728856282,77.84,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784732451187,77.85,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784736055269,78.41,,,,,,"ADX 16.0 is below 20.0 — market looks flat/choppy, sitting out."
1784739653129,78.54,,,,,,"ADX 16.6 is below 20.0 — market looks flat/choppy, sitting out."
1784743252491,78.18,,,,,,"ADX 17.1 is below 20.0 — market looks flat/choppy, sitting out."
1784746849660,77.7,,,,,,"ADX 16.1 is below 20.0 — market looks flat/choppy, sitting out."
1784750450039,77.62,,,,,,"ADX 15.4 is below 20.0 — market looks flat/choppy, sitting out."
1784754058252,77.76,,,,,,"ADX 14.5 is below 20.0 — market looks flat/choppy, sitting out."
1784757658908,77.98,,,,,,"ADX 13.5 is below 20.0 — market looks flat/choppy, sitting out."
1784761249974,77.96,,,,,,"ADX 12.9 is below 20.0 — market looks flat/choppy, sitting out."
1784764857111,77.93,,,,,,"ADX 12.2 is below 20.0 — market looks flat/choppy, sitting out."
1784768448350,78.21,,,,,,"ADX 12.3 is below 20.0 — market looks flat/choppy, sitting out."
1784772054550,77.86,,,,,,"ADX 12.1 is below 20.0 — market looks flat/choppy, sitting out."
1784775648092,77.71,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784779250081,77.57,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784782847509,77.49,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784786454477,77.48,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784790048268,77.53,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784793659409,77.11,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784797256109,77.43,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784800863771,77.45,,,,,,"ADX 11.7 is below 20.0 — market looks flat/choppy, sitting out."
1784804453055,77.69,,,,,,"ADX 11.2 is below 20.0 — market looks flat/choppy, sitting out."
1784808054950,77.61,,,,,,"ADX 10.6 is below 20.0 — market looks flat/choppy, sitting out."
1784811664326,76.89,,,,,,"ADX 12.3 is below 20.0 — market looks flat/choppy, sitting out."
1784815267749,76.65,,,,,,"ADX 13.9 is below 20.0 — market looks flat/choppy, sitting out."
1784818858501,76.39,,,,,,"ADX 15.7 is below 20.0 — market looks flat/choppy, sitting out."
1784822460376,76.31,,,,,,"ADX 18.0 is below 20.0 — market looks flat/choppy, sitting out."
1784826063322,75.96,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784829650410,75.61,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784833249004,75.77,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784836852739,75.68,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784840448748,76.08,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784844058413,75.99,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784847652228,76.13,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784851251840,75.83,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784854846940,75.79,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784858447947,75.64,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784862047067,75.48,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784865649395,75.78,,,,,,"Risk:reward is 0.72, below the 1.5 threshold — sitting out this hour."
1784869249348,75.63,,,,,,"Risk:reward is 0.52, below the 1.5 threshold — sitting out this hour."
1784872856194,75.74,,,,,,"Risk:reward is 0.69, below the 1.5 threshold — sitting out this hour."
1784876451445,75.79,,,,,,"Risk:reward is 0.80, below the 1.5 threshold — sitting out this hour."
1784880053019,76.02,,,,,,"Risk:reward is 1.18, below the 1.5 threshold — sitting out this hour."
1784883655849,75.74,,,,,,"Risk:reward is 0.74, below the 1.5 threshold — sitting out this hour."
1784887255084,75.57,,,,,,"Risk:reward is 0.53, below the 1.5 threshold — sitting out this hour."
1784890871564,75.44,short,75.7325,76.35928571428572,74.79232142857143,1.5,
1784894451502,75.16,,,,,,"Risk:reward is 0.84, below the 1.5 threshold — sitting out this hour."
1784898049557,74.82,short,75.12799999999999,75.78799999999998,74.13799999999999,1.5,
1784901655975,74.17,,,,,,"Risk:reward is 0.81, below the 1.5 threshold — sitting out this hour."
1784905251224,73.99,,,,,,"Risk:reward is 0.56, below the 1.5 threshold — sitting out this hour."
1784908851506,74.0,,,,,,"Risk:reward is 0.57, below the 1.5 threshold — sitting out this hour."
1784912452240,73.86,short,74.2115,74.96471428571428,73.08167857142857,1.5000000000000189,
1784916054620,74.01,,,,,,"Risk:reward is 0.87, below the 1.5 threshold — sitting out this hour."
1784919648550,73.94,,,,,,"Risk:reward is 0.75, below the 1.5 threshold — sitting out this hour."
1784923247335,73.92,,,,,,"Risk:reward is 0.72, below the 1.5 threshold — sitting out this hour."
1784926848627,73.71,short,74.0465,74.76757142857143,72.96489285714284,1.5,
1784930446169,73.6,short,73.92399999999999,74.6182857142857,72.88257142857142,1.5,
1784934143794,73.88,,,,,,"Risk:reward is 0.76, below the 1.5 threshold — sitting out this hour."
1784937751837,73.91,,,,,,"Risk:reward is 0.80, below the 1.5 threshold — sitting out this hour."
1784941364101,74.08,,,,,,"Risk:reward is 1.04, below the 1.5 threshold — sitting out this hour."
1784944855864,74.08,,,,,,"Risk:reward is 1.04, below the 1.5 threshold — sitting out this hour."
1784948445273,74.06,,,,,,"Risk:reward is 1.01, below the 1.5 threshold — sitting out this hour."
1784952136938,74.09,,,,,,"Risk:reward is 1.11, below the 1.5 threshold — sitting out this hour."
1784955730873,74.27,short,74.486,74.94885714285715,73.76133333333334,1.5656378600822878,
1784959358857,73.94,,,,,,"Risk:reward is 0.89, below the 1.5 threshold — sitting out this hour."
1784962853427,73.99,,,,,,"Risk:reward is 1.08, below the 1.5 threshold — sitting out this hour."
1784966453052,73.74,,,,,,"Risk:reward is 0.52, below the 1.5 threshold — sitting out this hour."
1784970224481,73.74,,,,,,"Risk:reward is 0.58, below the 1.5 threshold — sitting out this hour."
1784973759065,73.94,,,,,,"Risk:reward is 1.07, below the 1.5 threshold — sitting out this hour."
1784977355643,73.93,,,,,,"Risk:reward is 1.07, below the 1.5 threshold — sitting out this hour."
1784980941401,73.88,,,,,,"Risk:reward is 0.99, below the 1.5 threshold — sitting out this hour."
1784984449864,73.92,,,,,,"Risk:reward is 1.14, below the 1.5 threshold — sitting out this hour."
1784988046333,73.93,,,,,,"Risk:reward is 1.15, below the 1.5 threshold — sitting out this hour."
1784991687128,73.99,,,,,,"Risk:reward is 1.30, below the 1.5 threshold — sitting out this hour."
1784995328523,74.13,short,74.314,74.70828571428571,73.666,1.6434782608695524,
1784998931368,74.29,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785002517822,74.42,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785006138447,74.61,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785009735405,74.51,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785013246635,74.41,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785016940422,74.41,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785020526462,74.45,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785024109194,74.48,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785027729114,74.74,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785031247421,74.78,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785034846974,74.86,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785038543123,74.99,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785042127707,75.03,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785045648521,74.97,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785049316666,75.08,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785052849065,74.83,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785056493136,74.95,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785060222199,75.03,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
