logged_at_ts,price,direction,entry,stop,target,rr,reason
1784358047026,1843.92,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784361645534,1843.31,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784365332962,1846.55,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784368944001,1844.11,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784372535240,1844.5,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784376114973,1844.51,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784379726517,1843.83,,,,,,"ADX 17.0 is below 20.0 — market looks flat/choppy, sitting out."
1784383336560,1840.72,,,,,,"ADX 17.0 is below 20.0 — market looks flat/choppy, sitting out."
1784386928445,1845.0,,,,,,"ADX 16.6 is below 20.0 — market looks flat/choppy, sitting out."
1784390524395,1843.07,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784394130531,1845.26,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784397699948,1851.75,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784401246482,1856.52,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784404925374,1857.43,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784408534034,1856.1,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784412137166,1860.01,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784415647640,1862.57,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784419332964,1861.76,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784422929838,1860.44,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784426529905,1858.21,long,1852.967,1841.7320000000002,1869.8195,1.5000000000000102,
1784430048413,1870.64,,,,,,"Risk:reward is 0.98, below the 1.5 threshold — sitting out this hour."
1784433755888,1866.42,long,1860.6325000000002,1848.2307142857144,1879.2351785714288,1.5,
1784437338789,1866.38,long,1860.5485,1848.0524285714287,1879.2926071428574,1.500000000000009,
1784440844792,1867.58,long,1861.722,1849.1691428571428,1880.5512857142858,1.5,
1784444449395,1868.25,long,1862.513,1850.2194285714286,1880.9533571428572,1.5000000000000184,
1784448151179,1869.18,long,1863.6875,1851.9178571428572,1881.3419642857143,1.5000000000000098,
1784451647565,1872.7,long,1867.8055,1857.3172857142856,1883.5378214285715,1.5000000000000109,
1784455333883,1865.51,,,,,,"Risk:reward is 0.72, below the 1.5 threshold — sitting out this hour."
1784458938525,1871.45,long,1865.991,1854.2931428571428,1883.5377857142857,1.5,
1784462508015,1870.51,,,,,,"Risk:reward is 0.48, below the 1.5 threshold — sitting out this hour."
1784466131549,1869.74,,,,,,"Risk:reward is 0.60, below the 1.5 threshold — sitting out this hour."
1784469739262,1871.06,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784473245762,1873.82,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784476849135,1870.2,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784480445998,1865.88,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784484048522,1866.23,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784487647223,1860.17,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784491246267,1861.62,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784494926662,1866.46,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784498448851,1861.02,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784502121017,1869.61,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784505655348,1871.31,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784512846835,1868.55,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784516445691,1878.0,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784520049413,1878.99,,,,,,"Risk:reward is 1.00, below the 1.5 threshold — sitting out this hour."
1784523731510,1868.04,,,,,,"Risk:reward is 0.90, below the 1.5 threshold — sitting out this hour."
1784527310697,1854.55,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784530848428,1848.57,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784534447820,1862.99,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784538049277,1859.74,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784541648134,1863.25,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784545248063,1868.0,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784548857776,1892.35,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784552456200,1872.43,,,,,,"Risk:reward is 0.68, below the 1.5 threshold — sitting out this hour."
1784556049211,1861.8,,,,,,"Risk:reward is 0.85, below the 1.5 threshold — sitting out this hour."
1784559656635,1867.38,,,,,,"Risk:reward is 0.88, below the 1.5 threshold — sitting out this hour."
1784563250205,1901.5,,,,,,"Risk:reward is 0.59, below the 1.5 threshold — sitting out this hour."
1784566852770,1898.43,,,,,,"Risk:reward is 0.73, below the 1.5 threshold — sitting out this hour."
1784570451931,1906.62,,,,,,"Risk:reward is 0.49, below the 1.5 threshold — sitting out this hour."
1784574051222,1898.55,,,,,,"Risk:reward is 0.76, below the 1.5 threshold — sitting out this hour."
1784577656756,1897.65,,,,,,"Risk:reward is 0.52, below the 1.5 threshold — sitting out this hour."
1784581254331,1904.06,,,,,,"Risk:reward is 0.95, below the 1.5 threshold — sitting out this hour."
1784584849471,1901.51,,,,,,"Risk:reward is 1.07, below the 1.5 threshold — sitting out this hour."
1784588448811,1894.78,,,,,,"Risk:reward is 0.70, below the 1.5 threshold — sitting out this hour."
1784592049290,1903.75,,,,,,"Risk:reward is 1.00, below the 1.5 threshold — sitting out this hour."
1784595648398,1913.94,,,,,,"Risk:reward is 0.59, below the 1.5 threshold — sitting out this hour."
1784599249630,1906.38,,,,,,"Risk:reward is 0.91, below the 1.5 threshold — sitting out this hour."
1784602847787,1916.3,,,,,,"Risk:reward is 0.51, below the 1.5 threshold — sitting out this hour."
1784606450921,1925.63,,,,,,"Risk:reward is 0.48, below the 1.5 threshold — sitting out this hour."
1784610047115,1923.5,,,,,,"Risk:reward is 0.65, below the 1.5 threshold — sitting out this hour."
1784613646658,1929.55,,,,,,"Risk:reward is 0.47, below the 1.5 threshold — sitting out this hour."
1784617252097,1934.01,long,1924.824,1905.1397142857143,1954.3504285714287,1.4999999999999942,
1784620848337,1933.04,long,1924.2279999999998,1905.3451428571427,1952.5522857142855,1.5,
1784624453091,1938.89,,,,,,"Risk:reward is 1.19, below the 1.5 threshold — sitting out this hour."
1784628051086,1940.93,,,,,,"Risk:reward is 1.10, below the 1.5 threshold — sitting out this hour."
1784631652160,1933.03,,,,,,"Risk:reward is 0.61, below the 1.5 threshold — sitting out this hour."
1784635255300,1934.87,,,,,,"Risk:reward is 0.52, below the 1.5 threshold — sitting out this hour."
1784638857237,1941.64,,,,,,"Risk:reward is 1.02, below the 1.5 threshold — sitting out this hour."
1784642458470,1939.39,,,,,,"Risk:reward is 1.11, below the 1.5 threshold — sitting out this hour."
1784646050347,1930.95,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784649653189,1930.88,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784653256593,1925.5,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784656852868,1917.81,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784660452048,1919.06,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784664050749,1922.45,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784667653423,1922.0,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784671247962,1923.06,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784674853409,1919.73,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784678448998,1929.21,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784682053670,1938.13,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784685648945,1932.54,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784689244863,1929.24,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784692845782,1927.41,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784696449944,1935.43,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784700052900,1918.71,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784703654508,1916.66,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784707259072,1913.51,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784710853157,1920.2,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784714452315,1923.66,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784718050586,1929.79,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784721655500,1926.5,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784725252508,1916.18,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784728855744,1938.74,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784732450552,1932.15,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784736054533,1941.95,,,,,,"Risk:reward is 0.56, below the 1.5 threshold — sitting out this hour."
1784739651653,1948.75,long,1938.1205,1915.343,1972.28675,1.5000000000000049,
1784743251442,1937.46,,,,,,"Risk:reward is 0.83, below the 1.5 threshold — sitting out this hour."
1784746849048,1929.73,,,,,,"Risk:reward is 1.14, below the 1.5 threshold — sitting out this hour."
1784750449429,1924.1,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784754057701,1925.89,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784757658182,1937.89,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784761249429,1937.5,,,,,,Long signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784764856577,1933.48,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784768447693,1931.2,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784772054040,1927.59,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784775647555,1926.78,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784779249457,1919.58,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784782846795,1918.93,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784786453774,1921.84,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784790047575,1924.4,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784793658834,1914.9,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784797255520,1925.41,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784800862886,1923.13,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784804450771,1926.99,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784808054314,1924.7,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784811663635,1903.59,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784815267123,1897.78,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784818857962,1895.71,,,,,,"ADX 18.8 is below 20.0 — market looks flat/choppy, sitting out."
1784822459814,1894.68,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784826062766,1887.22,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784829649738,1877.6,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784833248440,1879.99,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784836852194,1874.67,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784840447980,1884.93,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784844057685,1881.8,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784847651679,1882.53,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784851250967,1877.45,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784854846220,1870.36,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784858447405,1871.73,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784862046341,1868.84,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784865648729,1879.6,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784869248672,1875.07,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784872855533,1879.92,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784876450817,1887.04,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784880052423,1895.15,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784883655313,1887.22,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784887254409,1887.23,,,,,,Short signal just appeared this hour — waiting one more hour to confirm it's not noise.
1784890870834,1882.67,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784894450830,1882.9,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784898048847,1871.78,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784901655306,1857.13,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784905250503,1862.02,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784908850880,1861.17,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784912451305,1856.57,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784916053894,1865.73,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784919648011,1861.78,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784923246642,1862.71,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784926847905,1859.95,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784930445542,1856.88,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784934143165,1858.65,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784937751308,1860.75,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784941363382,1859.5,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784944855219,1859.31,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784948444555,1858.71,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784952136370,1857.87,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784955730128,1860.5,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784959358299,1857.81,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784962852715,1857.7,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784966452411,1855.2,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784970223752,1853.1,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784973758549,1857.56,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784977354934,1857.89,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784980940719,1856.98,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784984449145,1859.33,,,,,,4H trend is bullish — skipping short to avoid fighting the higher timeframe.
1784988045637,1866.39,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784991686389,1867.89,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784995327974,1867.06,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1784998930662,1867.32,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785002517200,1872.25,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785006137754,1874.54,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785009734774,1873.91,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785013245991,1871.23,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785016939696,1871.6,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785020525760,1874.84,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785024108614,1873.8,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785027728503,1880.27,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785031246741,1877.77,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
1785034846347,1879.86,,,,,,Signal isn't clear enough (score is in the neutral zone) — sitting out this hour.
